0.9762	0.9843	0.9234	0.9428	0.8237	0.9996	0.9173	0.6319
0.9796	0.8647	0.9801	0.7940	0.8829	0.9545	0.8248	0.9188
0.9728	0.9527	0.7190	0.9808	0.9093	0.9929	0.8910	0.7809
0.9186	0.9194	0.9939	0.6807	0.9286	0.9633	0.9795	0.8154
0.9196	0.8737	0.7854	0.7890	0.9938	0.9305	0.9231	0.9842
0.9840	0.7765	0.9683	0.9809	0.8881	0.9065	0.8692	0.8260
0.9352	0.8511	0.9263	0.8044	0.9944	0.8201	0.9300	0.9379
1.0000	0.9791	0.9780	0.9467	0.3937	1.0000	0.9999	0.9021
0.9920	0.9613	0.9974	0.8784	0.9402	0.7457	0.8432	0.8410
0.7489	0.9953	0.9358	0.9546	0.7642	0.8591	0.9757	0.9656
0.9979	0.9706	0.9452	0.9905	0.9351	0.6763	0.7039	0.9799
0.7581	0.9973	0.8492	0.9737	0.8793	0.9876	0.7630	0.9912
0.5835	0.9165	0.9864	0.9936	0.8433	0.9973	0.8931	0.9857
0.8053	0.9782	0.8069	0.9008	0.9807	0.8310	0.9779	0.9185
0.8018	0.8636	0.7393	0.9367	0.9934	0.9814	0.8987	0.9844
0.9981	0.6917	0.9412	0.9357	0.9989	0.8305	0.8064	0.9968
0.9982	0.9815	0.7009	0.8623	0.9818	0.9988	0.8465	0.8293
0.6151	0.9252	0.9314	0.8741	0.9679	0.9807	0.9878	0.9172
0.8283	0.9971	0.8970	0.6261	0.9466	0.9541	0.9701	0.9799
0.9747	0.9631	0.9245	0.9830	0.7222	0.9206	0.9393	0.7719
0.9706	0.8950	0.7798	0.9505	0.8646	0.9686	0.9874	0.7829
0.9962	0.9677	0.9806	0.5879	0.7880	0.9749	0.9264	0.9778
0.9802	0.8043	0.7847	0.9838	0.8620	0.9839	0.8293	0.9710
0.9092	0.9922	0.6903	0.9720	0.9088	0.9775	0.8249	0.9245
0.6969	0.7635	0.9563	0.9829	0.9795	0.9756	0.9880	0.8566
0.7795	0.9460	0.9658	0.9192	0.9505	0.9900	0.6819	0.9663
0.9970	0.8074	0.5632	0.9585	0.9830	0.9920	0.9181	0.9801
0.8124	0.9482	0.9571	0.9013	0.8228	0.9236	0.8677	0.9662
0.9149	0.9704	0.8848	0.9000	0.8741	0.8788	0.9576	0.8189
0.9629	0.9119	0.9742	0.9160	0.8642	0.9881	0.8844	0.6975
0.9307	0.9330	0.9467	0.9419	0.8545	0.6521	0.9846	0.9557
0.9458	0.7963	0.9790	0.6833	0.9451	0.9651	0.9580	0.9268
