0.1141	0.1726	0.2984	0.2480	0.1697	0.2221	0.2081	0.1666
0.2112	0.1976	0.1782	0.2428	0.1757	0.2051	0.1487	0.2404
0.2040	0.1970	0.1533	0.2577	0.2264	0.2584	0.1803	0.1225
0.2341	0.1496	0.2011	0.1276	0.1438	0.3265	0.2851	0.1319
0.2570	0.1707	0.1178	0.1376	0.2735	0.2122	0.1556	0.2752
0.2246	0.1689	0.2903	0.1895	0.2132	0.1906	0.1673	0.1553
0.2481	0.1903	0.1473	0.1426	0.1832	0.1806	0.2061	0.3015
0.3281	0.1908	0.1216	0.1572	0.0344	0.4120	0.3037	0.0518
0.2540	0.2095	0.2885	0.1710	0.1869	0.0870	0.2109	0.1918
0.1764	0.2870	0.0858	0.2145	0.1726	0.1676	0.2596	0.2361
0.2137	0.2290	0.1501	0.2507	0.2159	0.1415	0.1759	0.2227
0.1490	0.2752	0.1009	0.2224	0.1113	0.2772	0.1330	0.3306
0.0583	0.1558	0.2762	0.2913	0.0843	0.3092	0.1826	0.2419
0.1866	0.2005	0.1482	0.1787	0.1874	0.2111	0.2241	0.2631
0.1766	0.1861	0.0804	0.2414	0.2578	0.2273	0.1892	0.2409
0.3032	0.1106	0.1706	0.1938	0.2478	0.1648	0.1649	0.2439
0.2436	0.1885	0.2051	0.0844	0.2212	0.3126	0.1827	0.1616
0.1207	0.1524	0.1990	0.1315	0.2782	0.2511	0.2072	0.2596
0.1578	0.2560	0.2070	0.0845	0.2984	0.2337	0.1599	0.2024
0.2532	0.2068	0.2221	0.2976	0.1521	0.2071	0.1863	0.0743
0.2116	0.1701	0.1550	0.2150	0.1137	0.2719	0.2958	0.1666
0.2713	0.1280	0.2453	0.1561	0.0639	0.2390	0.2157	0.2804
0.3356	0.0732	0.2067	0.3120	0.1246	0.1367	0.1471	0.2638
0.1204	0.3290	0.1143	0.2645	0.1856	0.2658	0.2222	0.0978
0.1265	0.0625	0.1709	0.2427	0.3053	0.2698	0.3349	0.0870
0.1046	0.2872	0.2209	0.2498	0.2532	0.2203	0.0849	0.1788
0.3296	0.0645	0.0645	0.2526	0.2381	0.2208	0.1859	0.2437
0.1673	0.3025	0.1799	0.1522	0.1625	0.2615	0.1291	0.2446
0.2090	0.1698	0.1986	0.2597	0.1666	0.2085	0.2558	0.1316
0.2413	0.2165	0.3235	0.1958	0.1255	0.2983	0.0788	0.1199
0.2283	0.1242	0.1775	0.2638	0.1655	0.1175	0.2435	0.2793
0.1816	0.0879	0.2246	0.1499	0.2124	0.2726	0.2085	0.2620
