0.0218	0.0055	0.0436	0.0316	0.0368	0.0402	0.0148	0.0445
0.0146	0.0253	0.0198	0.0689	0.0219	0.0233	0.0287	0.0363
0.0226	0.0277	0.0370	0.0284	0.0320	0.0332	0.0316	0.0263
0.0425	0.0235	0.0117	0.0307	0.0214	0.0506	0.0355	0.0229
0.0398	0.0309	0.0287	0.0289	0.0196	0.0388	0.0203	0.0319
0.0229	0.0382	0.0205	0.0169	0.0493	0.0313	0.0348	0.0249
0.0363	0.0407	0.0194	0.0175	0.0168	0.0333	0.0359	0.0389
0.0205	0.0425	0.0209	0.0326	0.0127	0.0599	0.0345	0.0151
0.0264	0.0292	0.0191	0.0297	0.0357	0.0238	0.0382	0.0367
0.0379	0.0227	0.0142	0.0277	0.0401	0.0302	0.0308	0.0351
0.0088	0.0301	0.0238	0.0247	0.0383	0.0375	0.0425	0.0332
0.0363	0.0230	0.0223	0.0308	0.0178	0.0248	0.0322	0.0518
0.0136	0.0217	0.0331	0.0365	0.0185	0.0442	0.0350	0.0362
0.0306	0.0205	0.0292	0.0275	0.0138	0.0404	0.0239	0.0530
0.0339	0.0321	0.0182	0.0467	0.0111	0.0321	0.0355	0.0292
0.0278	0.0334	0.0255	0.0342	0.0247	0.0335	0.0416	0.0180
0.0138	0.0289	0.0591	0.0146	0.0298	0.0279	0.0340	0.0309
0.0331	0.0210	0.0369	0.0234	0.0294	0.0408	0.0131	0.0411
0.0315	0.0240	0.0376	0.0238	0.0460	0.0339	0.0198	0.0222
0.0345	0.0260	0.0409	0.0264	0.0229	0.0348	0.0395	0.0138
0.0209	0.0301	0.0439	0.0243	0.0157	0.0334	0.0333	0.0373
0.0208	0.0142	0.0248	0.0353	0.0137	0.0418	0.0304	0.0579
0.0530	0.0110	0.0325	0.0371	0.0206	0.0168	0.0224	0.0456
0.0081	0.0519	0.0172	0.0437	0.0234	0.0382	0.0389	0.0174
0.0249	0.0095	0.0198	0.0194	0.0607	0.0519	0.0426	0.0099
0.0185	0.0678	0.0127	0.0751	0.0267	0.0105	0.0132	0.0143
0.0206	0.0115	0.0149	0.0537	0.0358	0.0197	0.0294	0.0531
0.0237	0.0479	0.0219	0.0178	0.0273	0.0489	0.0179	0.0335
0.0257	0.0138	0.0285	0.0504	0.0288	0.0257	0.0403	0.0257
0.0333	0.0301	0.0437	0.0270	0.0185	0.0388	0.0197	0.0278
0.0314	0.0145	0.0290	0.0378	0.0308	0.0292	0.0245	0.0416
0.0203	0.0219	0.0143	0.0311	0.0399	0.0493	0.0167	0.0452
