0.0454	0.0457	0.0444	0.0624	0.0406	0.0423	0.0690	0.0491
0.0273	0.0043	0.0652	0.0353	0.0828	0.0559	0.0566	0.0716
0.0059	0.0086	0.1102	0.0395	0.1113	0.0049	0.0058	0.1127
0.0073	0.0348	0.2493	0.0051	0.0420	0.0513	0.0041	0.0052
0.0189	0.0061	0.0130	0.0038	0.0046	0.1735	0.0054	0.1737
0.0348	0.0993	0.1670	0.0497	0.0039	0.0065	0.0053	0.0324
0.0067	0.0195	0.1953	0.0528	0.0348	0.0133	0.0322	0.0445
0.0646	0.0545	0.0541	0.0457	0.0487	0.0561	0.0431	0.0322
0.0610	0.0432	0.0449	0.0494	0.0456	0.0386	0.0625	0.0538
0.0351	0.0250	0.0523	0.0553	0.0566	0.0553	0.0621	0.0573
0.0356	0.0524	0.0426	0.0391	0.0142	0.0931	0.0590	0.0629
0.0580	0.0451	0.0662	0.0711	0.0348	0.0427	0.0475	0.0336
0.0370	0.0405	0.0525	0.0404	0.0591	0.0678	0.0459	0.0558
0.0662	0.0085	0.0254	0.0732	0.0652	0.0449	0.0449	0.0705
0.0443	0.0752	0.0387	0.0452	0.0645	0.0540	0.0688	0.0082
0.0589	0.0712	0.0146	0.0742	0.0544	0.0514	0.0369	0.0374
0.0621	0.0442	0.0518	0.0660	0.0505	0.0404	0.0374	0.0466
0.0205	0.0686	0.0619	0.0196	0.0800	0.0510	0.0896	0.0077
0.0020	0.0676	0.0251	0.0233	0.0779	0.0546	0.0618	0.0866
0.0545	0.1121	0.0184	0.1367	0.0152	0.0040	0.0031	0.0550
0.0064	0.0530	0.0539	0.0709	0.1270	0.0032	0.0521	0.0326
0.0021	0.0494	0.0451	0.0043	0.0662	0.1072	0.0650	0.0597
0.0211	0.1416	0.0282	0.0773	0.0410	0.0052	0.0013	0.0833
0.0309	0.0391	0.1445	0.0612	0.0044	0.0221	0.0269	0.0700
0.0132	0.0127	0.0363	0.0857	0.0400	0.0062	0.1309	0.0741
0.0152	0.0387	0.0702	0.0760	0.0255	0.0095	0.0334	0.1305
0.2068	0.0272	0.0010	0.0740	0.0281	0.0017	0.0415	0.0187
0.0027	0.0103	0.0404	0.1007	0.0681	0.0669	0.1024	0.0076
0.0718	0.0057	0.0144	0.0089	0.0395	0.2522	0.0036	0.0029
0.0811	0.0180	0.0014	0.1633	0.0295	0.0903	0.0140	0.0013
0.0216	0.0359	0.1020	0.0016	0.0438	0.0538	0.1377	0.0024
0.0450	0.0730	0.0671	0.0689	0.0044	0.0453	0.0251	0.0701
0.0752	0.1239	0.0924	0.0404	0.0121	0.0331	0.0186	0.0033
0.0315	0.0221	0.0522	0.0766	0.1041	0.0366	0.0012	0.0748
0.0672	0.0554	0.1098	0.0065	0.0479	0.0309	0.0039	0.0773
0.0407	0.0410	0.0593	0.0555	0.0645	0.0540	0.0542	0.0298
