0.5109	0.4290	0.4005	0.4732	0.2329	0.3358	0.4598	0.3572
0.3973	0.6472	0.4517	0.2451	0.4115	0.5439	0.3401	0.1626
0.0926	0.1475	0.6040	0.5654	0.6962	0.0281	0.0868	0.9788
0.2290	0.9384	0.8509	0.1744	0.5683	0.3696	0.0093	0.0594
0.4590	0.7133	0.1988	0.0101	0.0586	0.7560	0.0319	0.9716
0.3003	0.9594	0.9186	0.6809	0.0252	0.0662	0.0679	0.1808
0.1356	0.4583	0.7045	0.6310	0.3536	0.1869	0.2975	0.4320
0.3579	0.6132	0.3388	0.2474	0.2894	0.6115	0.3304	0.4107
0.3380	0.3590	0.2397	0.2825	0.6437	0.5365	0.5040	0.2958
0.3524	0.3371	0.4788	0.3358	0.4123	0.3860	0.4633	0.4337
0.2182	0.4092	0.2828	0.2929	0.1138	0.6211	0.7155	0.5458
0.3303	0.4740	0.6875	0.5028	0.3045	0.3120	0.2501	0.3381
0.5499	0.2311	0.2749	0.1952	0.3873	0.3610	0.6903	0.5096
0.3276	0.0610	0.3539	0.6095	0.4251	0.3818	0.3594	0.6809
0.3643	0.4763	0.2116	0.6863	0.4891	0.4978	0.4420	0.0317
0.4020	0.4395	0.3909	0.5036	0.3862	0.3812	0.3246	0.3713
0.4519	0.3240	0.2279	0.6849	0.3870	0.6136	0.2458	0.2642
0.4387	0.5387	0.3260	0.3671	0.4903	0.5188	0.4766	0.0429
0.0098	0.5487	0.2624	0.5885	0.5760	0.4115	0.3791	0.4233
0.4009	0.7537	0.3887	0.7868	0.0527	0.0298	0.3896	0.3972
0.0462	0.5587	0.3783	0.4936	0.5976	0.1749	0.4555	0.4944
0.0179	0.6295	0.4592	0.0198	0.4898	0.6913	0.3684	0.5234
0.1668	0.7887	0.2165	0.5192	0.3498	0.6776	0.0055	0.4753
0.1584	0.4750	0.7149	0.4919	0.0400	0.5657	0.1958	0.5576
0.4317	0.3277	0.2560	0.4576	0.2060	0.5220	0.5723	0.4261
0.1859	0.5201	0.4418	0.4541	0.2615	0.1516	0.3130	0.8713
0.6581	0.4116	0.0097	0.7126	0.5029	0.0693	0.5216	0.3135
0.0813	0.1510	0.2548	0.8390	0.6745	0.4436	0.6403	0.1148
0.8834	0.0591	0.2878	0.3595	0.5834	0.9670	0.0377	0.0213
0.4504	0.3600	0.1887	0.9132	0.4482	0.6496	0.1667	0.0225
0.2853	0.8184	0.5933	0.0376	0.3298	0.3301	0.7032	0.1016
0.3268	0.3854	0.7354	0.3529	0.1559	0.2822	0.3059	0.6548
0.4721	0.5742	0.5791	0.7623	0.2000	0.2266	0.2356	0.1494
0.1874	0.3980	0.4526	0.4063	0.4974	0.5162	0.0132	0.7283
0.3834	0.5125	0.4638	0.1336	0.5685	0.2062	0.0654	0.8660
0.4111	0.3191	0.4936	0.3874	0.3832	0.3944	0.3807	0.4297
