0.0338	0.0364	0.0327	0.0513	0.0328	0.0348	0.0565	0.0404
0.0202	0.0025	0.0513	0.0296	0.0661	0.0436	0.0459	0.0597
0.0055	0.0074	0.0934	0.0295	0.0946	0.0047	0.0052	0.0786
0.0065	0.0220	0.2032	0.0047	0.0311	0.0426	0.0040	0.0048
0.0148	0.0050	0.0090	0.0037	0.0043	0.1457	0.0050	0.1314
0.0289	0.0718	0.1372	0.0379	0.0037	0.0057	0.0048	0.0289
0.0058	0.0146	0.1628	0.0367	0.0267	0.0108	0.0271	0.0345
0.0536	0.0419	0.0445	0.0374	0.0404	0.0420	0.0351	0.0242
0.0505	0.0345	0.0372	0.0391	0.0331	0.0300	0.0495	0.0449
0.0276	0.0192	0.0391	0.0460	0.0487	0.0452	0.0473	0.0458
0.0297	0.0426	0.0358	0.0319	0.0122	0.0729	0.0439	0.0499
0.0479	0.0352	0.0523	0.0555	0.0272	0.0340	0.0394	0.0274
0.0254	0.0343	0.0445	0.0342	0.0486	0.0560	0.0334	0.0424
0.0556	0.0079	0.0208	0.0551	0.0529	0.0376	0.0363	0.0528
0.0353	0.0612	0.0328	0.0312	0.0509	0.0423	0.0577	0.0073
0.0463	0.0576	0.0104	0.0592	0.0441	0.0404	0.0308	0.0301
0.0510	0.0357	0.0450	0.0484	0.0400	0.0277	0.0314	0.0395
0.0150	0.0523	0.0507	0.0142	0.0657	0.0401	0.0739	0.0070
0.0018	0.0547	0.0199	0.0156	0.0633	0.0427	0.0500	0.0707
0.0434	0.0896	0.0131	0.1094	0.0137	0.0034	0.0020	0.0443
0.0055	0.0395	0.0460	0.0564	0.1056	0.0024	0.0409	0.0225
0.0019	0.0372	0.0344	0.0037	0.0532	0.0884	0.0544	0.0457
0.0175	0.1131	0.0227	0.0624	0.0337	0.0028	0.0012	0.0655
0.0261	0.0304	0.1196	0.0473	0.0036	0.0147	0.0223	0.0549
0.0084	0.0085	0.0285	0.0688	0.0333	0.0034	0.1079	0.0600
0.0124	0.0288	0.0579	0.0629	0.0205	0.0075	0.0269	0.1021
0.1796	0.0216	0.0010	0.0534	0.0190	0.0014	0.0298	0.0131
0.0020	0.0076	0.0367	0.0761	0.0520	0.0563	0.0824	0.0058
0.0508	0.0047	0.0107	0.0064	0.0307	0.2101	0.0030	0.0025
0.0684	0.0138	0.0012	0.1282	0.0221	0.0726	0.0114	0.0012
0.0168	0.0211	0.0843	0.0014	0.0352	0.0441	0.1142	0.0019
0.0364	0.0611	0.0489	0.0585	0.0032	0.0386	0.0196	0.0525
0.0608	0.1013	0.0756	0.0269	0.0093	0.0279	0.0148	0.0024
0.0270	0.0173	0.0420	0.0632	0.0859	0.0283	0.0011	0.0541
0.0530	0.0437	0.0948	0.0049	0.0378	0.0266	0.0032	0.0548
0.0307	0.0312	0.0481	0.0444	0.0535	0.0447	0.0442	0.0220
